,website,address,unit_number,bed,bath,amenity,price,sqft
1840,https://www.apartments.com/bromwell-denver-co/rlmqe33/,"355 N Logan St, Denver, CO 80203",Unit 212,2 beds,2 baths,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Storage Space', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Microwave', 'Refrigerator', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Office', 'Den', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']}",3603,1402
1841,https://www.apartments.com/bromwell-denver-co/rlmqe33/,"355 N Logan St, Denver, CO 80203",Unit 614,3 beds,3 baths,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Storage Space', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Microwave', 'Refrigerator', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Office', 'Den', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']}",4996,1983
1842,https://www.apartments.com/bromwell-denver-co/rlmqe33/,"355 N Logan St, Denver, CO 80203",Unit 514,3 beds,3 baths,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Storage Space', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Microwave', 'Refrigerator', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Office', 'Den', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']}",5229,1983
1843,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-341,Studio,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1605,549
1844,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-441,Studio,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1635,549
1845,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-641,Studio,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1660,549
1846,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-830,Studio,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1609,513
1847,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-104,Studio,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1622,607
1848,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-705,Studio,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1707,419
1849,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-153,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1869,681
1850,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-131,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1874,724
1851,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-431,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1949,724
1852,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-231,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1909,724
1853,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-807,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1996,705
1854,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-207,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1896,705
1855,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-816,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2017,665
1856,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-306,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2046,712
1857,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-606,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2101,712
1858,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-132,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2057,900
1859,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-632,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2107,900
1860,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-549,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2169,860
1861,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-449,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2144,860
1862,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-840,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2231,814
1863,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-538,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",1850,598
1864,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-736,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2457,1040
1865,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-217,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2497,1146
1866,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-817,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2587,1146
1867,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-317,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2507,1146
1868,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-723,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2852,1134
1869,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-514,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2847,1151
1870,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-545,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2906,1176
1871,https://www.apartments.com/amli-art-district-denver-co/ln436sf/,"2520 Wewatta Way, Denver, CO 80216",Unit 1-651,2 beds,2 baths,"{'Features': ['Air Conditioning', 'Washer/Dryer', 'Ceiling Fans', 'Dishwasher', 'Quartz Countertops', 'Views', 'Furnished', 'Balcony', 'Airy 10-12 foot ceilings', 'Beverage centers/wine chillers*', ""Chefs' kitchen with premium stainless steel appliances"", 'Designer lighting package', 'Dog Friendly', 'Euro-style kitchen cabinetry', 'Frameless glass shower enclosures*', 'Individual Climate Control', 'Kitchen pantries', 'Spa inspired bathrooms with oversized soaking tubs', 'Tile backsplashes and under-cabinet lighting', 'Two designer finish packages', 'Walk-in and linen closets', 'Wood Style flooring in living areas']}",2883,1243
1872,https://www.apartments.com/kendrick-denver-co/b7lr20b/,"1780 Marion St, Denver, CO 80218",Unit AUCPXW,Studio,1 bath,"{'Highlights': ['Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Double Vanities', 'Tub/Shower', 'Sprinkler System', 'Framed Mirrors'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets', 'Double Pane Windows', 'Window Coverings', 'Floor to Ceiling Windows']}",1500,458
1873,https://www.apartments.com/kendrick-denver-co/b7lr20b/,"1780 Marion St, Denver, CO 80218",Unit AUCPUD,Studio,1 bath,"{'Highlights': ['Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Double Vanities', 'Tub/Shower', 'Sprinkler System', 'Framed Mirrors'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets', 'Double Pane Windows', 'Window Coverings', 'Floor to Ceiling Windows']}",1510,458
1874,https://www.apartments.com/kendrick-denver-co/b7lr20b/,"1780 Marion St, Denver, CO 80218",Unit AUCPTW,Studio,1 bath,"{'Highlights': ['Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Double Vanities', 'Tub/Shower', 'Sprinkler System', 'Framed Mirrors'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets', 'Double Pane Windows', 'Window Coverings', 'Floor to Ceiling Windows']}",1530,458
1875,https://www.apartments.com/kendrick-denver-co/b7lr20b/,"1780 Marion St, Denver, CO 80218",Unit AUCPYU,Studio,1 bath,"{'Highlights': ['Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Double Vanities', 'Tub/Shower', 'Sprinkler System', 'Framed Mirrors'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets', 'Double Pane Windows', 'Window Coverings', 'Floor to Ceiling Windows']}",1590,541
1876,https://www.apartments.com/kendrick-denver-co/b7lr20b/,"1780 Marion St, Denver, CO 80218",Unit AUCMML,Studio,1 bath,"{'Highlights': ['Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Space', 'Double Vanities', 'Tub/Shower', 'Sprinkler System', 'Framed Mirrors'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets', 'Double Pane Windows', 'Window Coverings', 'Floor to Ceiling Windows']}",1640,541
