,website,address,unit_number,bed,bath,amenity,price,sqft
0,https://www.apartments.com/39-north-denver-co/w2bnwdl/,"10225 E Girard Ave, Denver, CO 80231",Unit M106,1 bed,1 bath,{'Features': ['Fireplace']},1193,658
1,https://www.apartments.com/39-north-denver-co/w2bnwdl/,"10225 E Girard Ave, Denver, CO 80231",Unit M103,1 bed,1 bath,{'Features': ['Fireplace']},1337,658
2,https://www.apartments.com/39-north-denver-co/w2bnwdl/,"10225 E Girard Ave, Denver, CO 80231",Unit M107,1 bed,1 bath,{'Features': ['Fireplace']},1337,658
3,https://www.apartments.com/39-north-denver-co/w2bnwdl/,"10225 E Girard Ave, Denver, CO 80231",Unit K208,2 beds,1.5 baths,{'Features': ['Fireplace']},1676,923
4,https://www.apartments.com/39-north-denver-co/w2bnwdl/,"10225 E Girard Ave, Denver, CO 80231",Unit B204,2 beds,1.5 baths,{'Features': ['Fireplace']},1676,923
5,https://www.apartments.com/39-north-denver-co/w2bnwdl/,"10225 E Girard Ave, Denver, CO 80231",Unit K103,2 beds,1.5 baths,{'Features': ['Fireplace']},1690,923
6,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit B427,1 bed,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Cable Ready', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Vinyl Flooring']}",1233,706
7,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit A309,1 bed,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Cable Ready', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Vinyl Flooring']}",1233,706
8,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit A116,1 bed,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Cable Ready', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Vinyl Flooring']}",1233,706
9,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit A433,2 beds,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Cable Ready', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Vinyl Flooring']}",1575,865
10,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit B402,2 beds,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Cable Ready', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Vinyl Flooring']}",1613,865
11,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit A303,2 beds,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Cable Ready', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Vinyl Flooring']}",1655,865
12,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit A204,2 beds,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Double Pane Windows', 'Vinyl Flooring']}",1731,900
13,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit A123,2 beds,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Double Pane Windows', 'Vinyl Flooring']}",1758,900
14,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit B304,2 beds,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Air Conditioning', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Double Pane Windows', 'Vinyl Flooring']}",1758,900
15,https://www.apartments.com/mosaic-denver-co/s1bvqt5/,"6900-7100 E Evans Ave, Denver, CO 80224",Unit B413,2 beds,1 bath,"{'Features': ['Grill', 'High Speed Internet Access', 'Tub/Shower', 'Smoke Free', 'Heating', 'Kitchen', 'Oven', 'Range', 'Freezer', 'Dishwasher', 'Lawn', 'Carpet', 'Dining Room', 'Vinyl Flooring']}",1892,956
16,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 07-103,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1380,650
17,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 08-103,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1380,650
18,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 10-106,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1380,650
19,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 09-303,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1409,700
20,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 02-302,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1424,700
21,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 07-302,1 bed,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1389,700
22,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 06-301,2 beds,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1725,1000
23,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 03-305,2 beds,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1725,1000
24,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 09-301,2 beds,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1695,1000
25,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 02-104,2 beds,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1637,950
26,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 05-205,2 beds,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1617,950
27,https://www.apartments.com/advenir-at-bear-valley-denver-co/7x6d1dx/,"3550 S Kendall St, Denver, CO 80235",Unit 06-104,2 beds,1 bath,"{'Features': ['Air Conditioning', 'Cable Ready', 'Heating', 'High Speed Internet Access', 'Dishwasher', 'Refrigerator', 'Fireplace*', 'Microwave*', 'Patio/Balcony', 'Stove', 'Vaulted Ceiling*', 'Wood-Inspired Flooring']}",1637,950
28,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N239,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1448,584
29,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit S210,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1549,652
30,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N527,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1565,584
31,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N440,Studio,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1370,490
32,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit S221,Studio,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1345,427
33,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N312,Studio,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1455,512
34,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N308,Studio,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1455,512
35,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N205,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1571,768
36,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N201,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1571,768
37,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N311,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1571,768
38,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit S407,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1609,711
39,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N300,1 bed,1 bath,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",1659,798
40,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit S109,2 beds,2 baths,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",2408,1137
41,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N106,2 beds,2 baths,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",2543,1284
42,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N324,2 beds,2 baths,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",2451,1367
43,https://www.apartments.com/cortland-alameda-station-denver-co/6cvryrt/,"415 S Cherokee St, Denver, CO 80223",Unit N248,2 beds,2 baths,"{'Highlights': ['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer', 'Air Conditioning', 'Heating', 'Wheelchair Accessible (Rooms)'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer', 'Breakfast Nook', 'Quartz Countertops'], 'Floor Plan Details': ['Balcony', 'Patio', 'Lawn', 'Vinyl Flooring', 'High Ceilings', 'Views', 'Walk-In Closets']}",2043,968
44,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit AUCQHX,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1509,592
45,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit AUCPYH,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1509,592
46,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit AUCQDC,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1599,592
47,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit AUCQKD,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1509,592
48,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit AUCQGH,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1509,592
49,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit AUCMAY,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1509,592
50,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit P-109,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1549,703
51,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit P-207,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1549,703
52,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit P-209,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1549,703
53,https://www.apartments.com/strata-denver-co/9hrk8x7/,"16505 Green Valley Ranch Blvd, Denver, CO 80239",Unit AUCQMA,1 bed,1 bath,"{'Highlights': ['Washer/Dryer', 'Air Conditioning', 'Heating', 'Tub/Shower'], 'Kitchen Features & Appliances': ['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer'], 'Floor Plan Details': ['Balcony', 'Patio', 'Carpet', 'Vinyl Flooring', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Large Bedrooms']}",1559,681
